,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_date,wait_min,cleanliness,safety,satisfaction
1304,1558,Wednesday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,105,Somewhat clean,Very safe,Somewhat satsified
1305,1468,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,2018-12-31,130,Somewhat clean,Somewhat safe,Somewhat satsified
1306,1035,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,95,Average,Somewhat safe,Somewhat satsified
1307,2456,Friday,UNITED,DENVER,West US,    Hub,Gates 70-90,2018-12-31,86,Average,Neutral,Neutral
1308,3118,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,95,Average,Neutral,Somewhat unsatisfied
1309,2629,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,90,Average,Very safe,Somewhat satsified
1310,393,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,160,Somewhat clean,Very safe,Somewhat satsified
1311,1889,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,120,Clean,Very safe,Somewhat satsified
1312,1235,Thursday,CHINA EASTERN,SHANGHAI,Asia,    Hub,Gates 1-12,2018-12-31,130,Clean,Somewhat safe,Neutral
1313,2061,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120,Somewhat clean,Somewhat safe,Very satisfied
1314,2907,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,90,Clean,Very safe,Somewhat satsified
1315,438,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,83,Somewhat clean,Somewhat safe,Somewhat satsified
1316,580,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,50,Clean,Very safe,Somewhat satsified
1317,1892,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,165,Clean,Somewhat safe,Somewhat satsified
1318,491,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,246,Average,Very safe,Somewhat satsified
1319,3192,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,135,Somewhat clean,Very safe,Somewhat satsified
1320,1579,Wednesday,UNITED INTL,HONG KONG,Asia,Hub     ,Gates 91-102,2018-12-31,180,Somewhat clean,Very safe,Somewhat satsified
1321,1175,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,140,Clean,Very safe,Somewhat satsified
1322,1600,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,210,Somewhat clean,Somewhat safe,Neutral
1323,1904,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115,Somewhat clean,Neutral,Somewhat satsified
1324,1151,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,60,Clean,Very safe,Very satisfied
1325,1895,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175,Somewhat clean,Very safe,Somewhat satsified
1326,2433,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,55,Clean,Very safe,Very satisfied
1327,2706,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105,Clean,Somewhat safe,Somewhat satsified
1328,1832,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,130,Clean,Very safe,Very satisfied
1329,1645,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170,Somewhat clean,Somewhat safe,Somewhat satsified
1330,2993,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,104,Somewhat dirty,Somewhat safe,Neutral
1331,1433,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,160,Somewhat clean,Very safe,Somewhat satsified
1332,3057,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,335,Somewhat clean,Somewhat safe,Somewhat satsified
1333,2928,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,315,Somewhat clean,Neutral,Somewhat satsified
1334,3134,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,215,Clean,Very safe,Very satisfied
1335,2889,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,65,Somewhat clean,Somewhat safe,Somewhat satsified
1336,2973,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120,Somewhat clean,Very safe,Somewhat satsified
1337,2197,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,210,Average,Very safe,Somewhat satsified
1338,1703,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,150,Clean,Very safe,Very satisfied
1339,385,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,145,Somewhat clean,Somewhat safe,Somewhat satsified
1340,872,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,    Hub,Gates 50-59,2018-12-31,985,Average,Neutral,Neutral
1341,593,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102,Clean,Somewhat safe,Very satisfied
1342,2225,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,300,Somewhat clean,Somewhat safe,Neutral
1343,3083,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,185,Somewhat clean,Somewhat safe,Somewhat satsified
1344,1357,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,185,Clean,Very safe,Very satisfied
1345,610,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162,Somewhat clean,Very safe,Somewhat satsified
1346,1062,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,325,Somewhat clean,Very safe,Somewhat satsified
1347,1901,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,235,Clean,Somewhat safe,Somewhat satsified
1348,1488,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,179,Clean,Somewhat safe,Somewhat satsified
1349,1102,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
1350,1578,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,115,Clean,Neutral,Very satisfied
1351,757,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115,Clean,Very safe,Neutral
1352,1774,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,145,Clean,Very safe,Very satisfied
1353,1979,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185,Somewhat clean,Very safe,Somewhat satsified
1354,2144,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125,Average,Neutral,Neutral
1355,279,Thursday,UNITED,BALTIMORE,EAST US,Medium     ,Gates 70-90,2018-12-31,644,Somewhat clean,Very safe,Somewhat satsified
1356,2388,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,125,Somewhat clean,Somewhat safe,Neutral
1357,2858,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,57,Average,Somewhat safe,Neutral
1358,3072,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,342,Somewhat clean,Very safe,Somewhat satsified
1359,1331,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,50,Somewhat clean,Neutral,Somewhat satsified
1360,652,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,185,Clean,Very safe,Very satisfied
1361,2286,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,165,Somewhat clean,Somewhat safe,Neutral
1362,268,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175,Somewhat clean,Very safe,Somewhat satsified
1363,3158,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,45,Average,Somewhat safe,Neutral
1364,3096,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,245,Somewhat clean,Very safe,Somewhat satsified
1365,1790,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,110,Somewhat clean,Very safe,Somewhat satsified
1366,2876,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,300,Somewhat clean,Very safe,Somewhat satsified
1367,1114,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,90,Somewhat clean,Somewhat safe,Somewhat satsified
1368,1398,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,100,Clean,Very safe,Neutral
1369,3201,Tuesday,UNITED,ONTARIO (CALIF),West US,Small     ,Gates 70-90,2018-12-31,95,Clean,Somewhat safe,Somewhat satsified
1370,2791,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,145,Somewhat clean,Somewhat safe,Somewhat satsified
1371,655,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,445,Somewhat clean,Very safe,Somewhat satsified
1372,1536,Wednesday,AIR CHINA,BEIJING,Asia,Hub     ,Gates 91-102,2018-12-31,170,Somewhat clean,Neutral,Neutral
1373,2563,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,180,Somewhat clean,Very safe,Somewhat satsified
1374,2787,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,165,Somewhat clean,Very safe,Somewhat satsified
1375,1727,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100,Somewhat dirty,Neutral,Neutral
1376,2782,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,135,Somewhat clean,Very safe,Neutral
1377,1044,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,355,Clean,Very safe,Very satisfied
1378,672,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125,Average,Somewhat safe,Neutral
1379,1856,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,70,Somewhat clean,Very safe,Somewhat satsified
1380,596,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87,Clean,Very safe,Very satisfied
1381,2168,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,213,Clean,Very safe,Very satisfied
1382,871,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,325,Clean,Very safe,Somewhat satsified
1383,2880,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,120,Somewhat clean,Very safe,Somewhat satsified
1384,2228,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,225,Somewhat clean,Very safe,Somewhat satsified
1385,3044,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,190,Average,Somewhat safe,Neutral
1386,1860,Tuesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,85,Average,Somewhat safe,Neutral
1387,1945,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,145,Somewhat clean,Very safe,Somewhat satsified
1388,2573,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,105,Clean,Very safe,Very satisfied
1389,2238,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,195,Somewhat clean,Neutral,Neutral
1390,2786,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,265,Somewhat clean,Somewhat safe,Somewhat satsified
1391,2148,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,115,Somewhat clean,Somewhat safe,Somewhat satsified
1392,2335,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,119,Clean,Somewhat safe,Very satisfied
1393,318,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,250,Somewhat clean,Somewhat safe,Somewhat satsified
1394,674,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,115,Clean,Somewhat safe,Neutral
1395,495,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,118,Clean,Very safe,Very satisfied
1396,3233,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,220,Clean,Very safe,Somewhat satsified
1397,1941,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155,Average,Somewhat safe,Neutral
1398,1025,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,155,Somewhat clean,Somewhat safe,Neutral
1399,2968,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,60,Somewhat clean,Very unsafe,Very satisfied
1400,3185,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,60,Somewhat clean,Very safe,Somewhat satsified
1401,3222,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,130,Somewhat clean,Very safe,Somewhat satsified
1402,1684,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,275,Clean,Somewhat safe,Very satisfied
1403,849,Tuesday,ALASKA,PORTLAND,West US,Medium     ,Gates 50-59,2018-12-31,112,Somewhat clean,Very safe,Somewhat satsified
1404,9001,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,135,Average,Very safe,Neutral
1405,765,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,130,Clean,Very safe,Somewhat satsified
1406,2808,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,190,Somewhat clean,Very safe,Somewhat satsified
1407,2908,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,165,Average,Neutral,Neutral
1408,612,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,192,Clean,Very safe,Somewhat satsified
1409,2127,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153,Somewhat clean,Somewhat unsafe,Somewhat satsified
1410,1608,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230,Somewhat clean,Very safe,Very satisfied
1411,2800,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,155,Somewhat clean,Somewhat safe,Neutral
1412,666,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,235,Somewhat clean,Somewhat safe,Somewhat satsified
1413,768,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,150,Clean,Very safe,Very satisfied
1414,3126,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,72,Somewhat clean,Somewhat safe,Somewhat satsified
1415,2011,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125,Clean,Somewhat safe,Very satisfied
1416,12,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,80,Average,Somewhat safe,Neutral
1417,905,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,130,Somewhat clean,Very safe,Somewhat satsified
1418,903,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,280,Somewhat clean,Very safe,Very satisfied
1419,1117,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,405,Somewhat clean,Very safe,Very satisfied
1420,1110,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,130,Clean,Very safe,Very satisfied
1421,1915,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,245,Somewhat clean,Somewhat safe,Somewhat satsified
1422,1265,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,215,Somewhat clean,Somewhat safe,Somewhat satsified
1423,815,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,140,Average,Neutral,Neutral
1424,948,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,120,Somewhat clean,Very safe,Somewhat satsified
1425,1467,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,70,Clean,Very safe,Very satisfied
1426,2094,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,87,Clean,Very safe,Very satisfied
1427,2754,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,240,Somewhat clean,Somewhat safe,Somewhat satsified
1428,2553,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,120,Somewhat clean,Somewhat safe,Somewhat satsified
1429,2608,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,125,Average,Somewhat safe,Neutral
1430,3059,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,275,Somewhat clean,Somewhat safe,Somewhat satsified
1431,1515,Wednesday,DELTA,LOS ANGELES,West US,    Hub,Gates 40-48,2018-12-31,45,Clean,Very safe,Somewhat satsified
1432,1955,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155,Somewhat clean,Somewhat safe,Somewhat satsified
1433,974,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175,Somewhat clean,Somewhat safe,Somewhat satsified
1434,527,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165,Clean,Very safe,Neutral
1435,2619,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165,Average,Neutral,Very satisfied
1436,437,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,185,Somewhat clean,Very safe,Somewhat satsified
1437,271,Thursday,UNITED,LOS ANGELES,West US,    Hub,Gates 70-90,2018-12-31,80,Clean,Somewhat safe,Somewhat satsified
1438,2149,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,85,Clean,Very safe,Very satisfied
1439,755,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,145,Clean,Very safe,Very satisfied
1440,2934,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,15,Somewhat clean,Very safe,Somewhat satsified
1441,2389,Wednesday,UNITED INTL,BEIJING,Asia,Hub     ,Gates 91-102,2018-12-31,285,Clean,Somewhat safe,Somewhat satsified
1442,1959,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,85,Somewhat clean,Very safe,Somewhat satsified
1443,1796,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,145,Somewhat clean,Somewhat safe,Somewhat satsified
1444,2189,Wednesday,AER LINGUS,DUBLIN,eur,    Large,Gates 91-102,2018-12-31,210,Somewhat clean,Very safe,Somewhat satsified
1445,2667,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155,Clean,Very safe,Neutral
1446,1136,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,70,Average,Somewhat safe,Somewhat satsified
1447,2098,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,159,Clean,Very safe,Somewhat satsified
1448,2818,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,610,Clean,Very safe,Somewhat satsified
1449,650,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,120,Average,Very safe,Neutral
1450,1032,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,95,Somewhat clean,Very safe,Neutral
1451,3019,Tuesday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,362,Average,Neutral,Somewhat satsified
1452,3029,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110,Clean,Very safe,Very satisfied
1453,893,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,150,Clean,Very safe,Very satisfied
1454,2272,Saturday,UNITED,BAKERSFIELD,West US,    Small,Gates 70-90,2018-12-31,88,Somewhat clean,Very safe,Somewhat satsified
1455,2009,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,205,Clean,Somewhat safe,Neutral
1456,1443,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,179,Clean,Very safe,Very satisfied
1457,1586,Wednesday,UNITED INTL,HONG KONG,Asia,    Hub,Gates 91-102,2018-12-31,240,Clean,Very safe,Very satisfied
1458,1269,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,165,Average,Neutral,Somewhat satsified
1459,733,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155,Average,Somewhat safe,Neutral
1460,1615,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230,Clean,Very safe,Somewhat satsified
1461,2139,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,153,Clean,Neutral,Somewhat satsified
1462,361,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,145,Somewhat clean,Very safe,Somewhat satsified
1463,2034,Wednesday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,90,Somewhat clean,Very safe,Somewhat satsified
1464,260,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,105,Clean,Very safe,Somewhat satsified
1465,3078,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,230,Somewhat clean,Neutral,Somewhat satsified
1466,1494,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,90,Somewhat clean,Very safe,Somewhat satsified
1467,1809,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,70,Somewhat clean,Neutral,Somewhat satsified
1468,2614,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165,Somewhat clean,Somewhat safe,Somewhat satsified
1469,822,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,156,Somewhat clean,Very safe,Neutral
1470,225,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160,Clean,Very safe,Somewhat satsified
1471,2187,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195,Somewhat clean,Somewhat safe,Neutral
1472,1650,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170,Clean,Somewhat safe,Somewhat satsified
1473,3270,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130,Average,Very safe,Somewhat satsified
1474,2267,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,2018-12-31,118,Somewhat clean,Very safe,Somewhat satsified
1475,388,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100,Somewhat clean,Very safe,Somewhat satsified
1476,2744,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,92,Somewhat clean,Neutral,Somewhat satsified
1477,1057,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295,Clean,Somewhat safe,Somewhat satsified
1478,2192,Thursday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,180,Clean,Very safe,Very satisfied
1479,2644,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,120,Average,Somewhat safe,Somewhat satsified
1480,1205,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,60,Clean,Somewhat safe,Somewhat satsified
1481,724,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,227,Somewhat clean,Very safe,Somewhat satsified
1482,2095,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,139,Clean,Very safe,Somewhat satsified
1483,1318,Tuesday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,2018-12-31,140,Clean,Neutral,Somewhat satsified
1484,997,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,85,Somewhat clean,Somewhat safe,Somewhat satsified
1485,1202,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,40,Average,Neutral,Neutral
1486,1911,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125,Average,Neutral,Neutral
1487,300,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,152,Somewhat clean,Very safe,Somewhat satsified
1488,2312,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,165,Somewhat clean,Somewhat safe,Somewhat satsified
1489,3281,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,125,Somewhat clean,Very safe,Neutral
1490,830,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,246,Somewhat clean,Very safe,Somewhat unsatisfied
1491,2645,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,120,Clean,Very safe,Very satisfied
1492,2866,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,87,Somewhat clean,Very safe,Somewhat satsified
1493,400,Saturday,UNITED,PHOENIX,West US,    Hub,Gates 70-90,2018-12-31,115,Clean,Very safe,Very satisfied
1494,1857,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,115,Somewhat clean,Somewhat safe,Neutral
1495,357,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
